system:index,geoid10,mean,.geo
00030000000000003036,29095017800,66.80269474539159,"{""type"":""Polygon"",""coordinates"":[[[-94.58302699045485,39.07094801876207],[-94.58412702561972,39.07098696306264],[-94.58531999571167,39.071032006231086],[-94.58536401114873,39.07005096773595],[-94.58537503469849,39.069805982621226],[-94.58540196366519,39.069210000142554],[-94.58544700278554,39.06832701851516],[-94.5854629869579,39.06799703344133],[-94.58549401043884,39.06737501314572],[-94.58552999454938,39.0666859988968],[-94.58557999439248,39.06575400104418],[-94.58559101798615,39.06553597113422],[-94.58562999428169,39.06480199866337],[-94.5856810178382,39.0637870328948],[-94.58578400997811,39.06198303544681],[-94.58459102967902,39.06194099598445],[-94.58344303434234,39.06189900422665],[-94.58279802595277,39.061877972781765],[-94.58227097035035,39.06186103884131],[-94.58163203843738,39.06183801722551],[-94.58160700096305,39.06183701561226],[-94.58115097452283,39.06181697413247],[-94.58076400067473,39.06180096715123],[-94.57995896220132,39.061768025890366],[-94.57878902050935,39.06172700642219],[-94.57828396936542,39.06170903324682],[-94.57814296527998,39.061702975162405],[-94.57762603216669,39.061681973943216],[-94.57646598166617,39.06163403791861],[-94.57530501129567,39.06159001352813],[-94.57413698069718,39.061546967767214],[-94.57299802356586,39.06150697702116],[-94.5730010149895,39.06144497919697],[-94.57181799854288,39.06140297220991],[-94.57181500718457,39.061451007252444],[-94.57172298363676,39.06324603298315],[-94.57164103636606,39.06484101969667],[-94.57163198360121,39.06502399176938],[-94.57153098633589,39.06687202143418],[-94.57146903409249,39.06788102643788],[-94.57141999189669,39.0686700172812],[-94.5713130123652,39.07050199391368],[-94.57258599589768,39.07054697407148],[-94.57392797066582,39.07059899609119],[-94.5740000022805,39.07060101499069],[-94.57540097718538,39.07065499351247],[-94.5765450233416,39.07069902951891],[-94.57771798701123,39.07074398353723],[-94.57889798305685,39.07078999844123],[-94.58004296908042,39.07083499389437],[-94.58092500980398,39.07086902908075],[-94.58122199220043,39.07087999182313],[-94.58179698686706,39.070902024322635],[-94.58238001863172,39.07092397669656],[-94.58302699045485,39.07094801876207]]]}"
0003000000000000303a,29095004300,64.1351859590472,"{""type"":""Polygon"",""coordinates"":[[[-94.57966497851531,39.081660028257566],[-94.58060700739254,39.081677979614504],[-94.58065503437645,39.080930036062455],[-94.58074597083136,39.07943202336929],[-94.58081501965269,39.07843601234774],[-94.5808350178454,39.07818396532159],[-94.58082596354464,39.078088986080225],[-94.58078596717324,39.07796999825767],[-94.58010800167418,39.07681297510591],[-94.57986802706654,39.076402964559904],[-94.57938398702869,39.0755739724959],[-94.57934296821959,39.07546699609215],[-94.57933296939751,39.075366973295],[-94.57938603403342,39.07442498523779],[-94.5797640226535,39.07442500201956],[-94.57982598438048,39.07439600181524],[-94.57984503742892,39.07438502298088],[-94.57988298608255,39.07432698187162],[-94.57996896113886,39.07263903764873],[-94.58004296908042,39.07083499389437],[-94.57889798305685,39.07078999844123],[-94.57771798701123,39.07074398353723],[-94.5765450233416,39.07069902951891],[-94.57540097718538,39.07065499351247],[-94.5740000022805,39.07060101499069],[-94.57392797066582,39.07059899609119],[-94.57258599589768,39.07054697407148],[-94.5713130123652,39.07050199391368],[-94.57122697232134,39.072303036303445],[-94.5711410111331,39.074119016182635],[-94.57104898873018,39.07610801199443],[-94.57097003379053,39.07772595907668],[-94.5708799796429,39.079448991538285],[-94.57077898377956,39.08132198408318],[-94.57074899205905,39.081861985703426],[-94.57064996439641,39.08367701598353],[-94.57058297519785,39.08495701926325],[-94.57184901421525,39.0850070107671],[-94.57324300596511,39.085051028036716],[-94.57464396129788,39.085093011017314],[-94.57578499989509,39.085064980183674],[-94.57640803883791,39.085181024827236],[-94.57833002605572,39.085262030214615],[-94.57829900667367,39.08497497394419],[-94.57828396936542,39.08465802648758],[-94.57821901768921,39.08435802218952],[-94.5781930370405,39.08404395893879],[-94.5782609803996,39.08325600509886],[-94.578293967994,39.08197603565652],[-94.57861597205822,39.08163198609875],[-94.57907701592623,39.08165000246871],[-94.57966497851531,39.081660028257566]]]}"
00030000000000003043,29095015900,71.17759054692212,"{""type"":""Polygon"",""coordinates"":[[[-94.56994300030914,39.09674796623689],[-94.56994496824001,39.09695103149257],[-94.56997299158338,39.09716703187459],[-94.56999400910045,39.09739599194592],[-94.56995598865423,39.098163017804715],[-94.56989301488893,39.09946001732016],[-94.56983500037246,39.10069003797655],[-94.56977800923902,39.10188701269522],[-94.56972503272816,39.103130029766184],[-94.5696889803923,39.10405602805782],[-94.5695860188316,39.10544500986958],[-94.56976100637105,39.1054510077314],[-94.57020497189566,39.10543498649491],[-94.57075796595792,39.10541501455319],[-94.57120500969708,39.10539902761569],[-94.5714750167711,39.10538901610535],[-94.57126900833667,39.10565402325133],[-94.57102198817456,39.10593498339939],[-94.57085998512343,39.10609797801117],[-94.57059903370558,39.1063300107827],[-94.57037500220915,39.106518025208295],[-94.57005501504821,39.10676996499432],[-94.56986097701395,39.106912011822445],[-94.56988301781043,39.10699700751918],[-94.56995000614337,39.106959980186886],[-94.57015002702883,39.10686597956463],[-94.57027699856052,39.1068159819145],[-94.57039901116215,39.106774026654136],[-94.57051803275189,39.10673797558107],[-94.57069798255681,39.106692960247024],[-94.57096200448107,39.10664798449275],[-94.57135599307873,39.106606008395495],[-94.57195001207349,39.10655200027086],[-94.57263999858138,39.1065739863554],[-94.57360796251898,39.10639703679764],[-94.57448202614012,39.10645199862422],[-94.57461798236297,39.10645999305104],[-94.57595701586997,39.10654200102324],[-94.57640898355743,39.10656401298896],[-94.57665799645429,39.1065729664931],[-94.57692401560588,39.106581966613035],[-94.57708501332951,39.10652000514091],[-94.57746400936986,39.106374028212095],[-94.57777703344058,39.106254022321416],[-94.57802998907195,39.106156981996456],[-94.57866998075117,39.106180019739554],[-94.57873697994799,39.10535297374473],[-94.57882397667846,39.1043580101136],[-94.57828200113167,39.10433897874356],[-94.57832097217333,39.10416097254548],[-94.57837096536883,39.103412025184376],[-94.57842001385583,39.102174009568586],[-94.57847000714268,39.10094703279558],[-94.57853401436307,39.09976499351245],[-94.5786050286124,39.09845500439162],[-94.57865399858132,39.09751898774865],[-94.57867596422484,39.097095039111366],[-94.57869903209661,39.09669300781242],[-94.57872800472764,39.096063019652945],[-94.57873099646757,39.09599399861119],[-94.57873296471764,39.095958002664474],[-94.57874099517862,39.09579403112954],[-94.57847898232032,39.0957900279952],[-94.57824499835036,39.09579602656937],[-94.57795999905146,39.09581496607147],[-94.57782797087864,39.09583496740044],[-94.57765602769386,39.095808006459315],[-94.57761997008053,39.09579998373495],[-94.57759296625044,39.095793984963024],[-94.57759099804179,39.09582197260492],[-94.57673499150506,39.09600101138652],[-94.57621602493539,39.096075022204325],[-94.5752280182765,39.09621299379055],[-94.57498499501642,39.09624701239338],[-94.57481502895904,39.09626595869686],[-94.57467600200141,39.09627600196255],[-94.5743780320621,39.09628996955539],[-94.57411800837858,39.09629301497938],[-94.5740110235196,39.09645396185307],[-94.57350696157008,39.096541014806526],[-94.57337801441243,39.096555022875165],[-94.57317199874181,39.09658703377123],[-94.57293402288376,39.09664796779122],[-94.57276902270395,39.0967069962497],[-94.57254199083518,39.09681396516921],[-94.572311968532,39.09696299507325],[-94.57217601809535,39.097084000367396],[-94.5720960381484,39.09701402520282],[-94.57192497907158,39.09680901499476],[-94.57180697774987,39.096600024402385],[-94.57172298363676,39.09637400249248],[-94.57170897151062,39.096295021972765],[-94.57153397767853,39.09622400628918],[-94.57143502730031,39.096210989462364],[-94.5713530017459,39.096201036939476],[-94.57006902674655,39.096181973200366],[-94.56999802368328,39.09614201281957],[-94.56997598284,39.096281000468686],[-94.56995803530282,39.09653297588097],[-94.56994300030914,39.09674796623689]]]}"
0003000000000000303b,29095016600,44.13788196443507,"{""type"":""Polygon"",""coordinates"":[[[-94.56256203088371,39.0773679729596],[-94.5624649858501,39.07650198533752],[-94.56228498469525,39.07560297691063],[-94.56225499767865,39.07545399964494],[-94.5621319802489,39.07473296286974],[-94.56189901134634,39.07393403559162],[-94.56185399179562,39.07379103489714],[-94.56192097019672,39.07285902324901],[-94.56196103134816,39.07270897015139],[-94.56197598542015,39.0724190222045],[-94.56199802300743,39.07198799996585],[-94.56209097450113,39.07018500494054],[-94.56095400216472,39.07014499080825],[-94.56049098753081,39.07012903335395],[-94.56016696621701,39.07011700978234],[-94.56008299015707,39.0701140205302],[-94.5595880298792,39.07009700576856],[-94.55861496486398,39.070063026155125],[-94.55746201092761,39.070022966350535],[-94.55630097572264,39.06998297211832],[-94.55514901543734,39.06994396088752],[-94.55401203154992,39.069906020225595],[-94.55284501106242,39.06986598634862],[-94.55275097375777,39.07166499474746],[-94.55269297761039,39.072755002505026],[-94.552654025009,39.07350301257381],[-94.55263899482081,39.07380803067366],[-94.55258603508103,39.074890984276614],[-94.55256699162116,39.07528403718248],[-94.55253102940326,39.0760169894689],[-94.55248003706521,39.07709395963764],[-94.55239796153566,39.078906020231656],[-94.552315020523,39.080722028824695],[-94.55226497268694,39.081804038193575],[-94.55220398678578,39.08310003460781],[-94.55214599122486,39.084331014878934],[-94.55328403759587,39.08437001951156],[-94.55442903304011,39.0844109625682],[-94.55556901615174,39.08445002766248],[-94.55674601135242,39.08448898609031],[-94.55787801591129,39.08452596024156],[-94.56021599822229,39.084606028675545],[-94.56134602903995,39.08464098371869],[-94.5614119836497,39.08338400849509],[-94.56146802151972,39.08226000098321],[-94.56147101230653,39.082201036715105],[-94.56152500390768,39.081018001794384],[-94.56160701457686,39.07921196048732],[-94.56170799333542,39.07740100323356],[-94.5622749890212,39.07737902312798],[-94.56256203088371,39.0773679729596]]]}"
00030000000000003040,29095015200,71.5762878221525,"{""type"":""Polygon"",""coordinates"":[[[-94.5880120109112,39.113307015325034],[-94.58845596845325,39.11311201388662],[-94.58890103205543,39.11291696685106],[-94.58893197875803,39.11290298870961],[-94.58951500848474,39.112598992593],[-94.58959698277775,39.11255597831585],[-94.58968502062902,39.11253000646043],[-94.59059501594841,39.11193198452463],[-94.59224802416229,39.11117402342867],[-94.59572501027036,39.1100039667539],[-94.5977559737251,39.109763038694275],[-94.59866303278719,39.109831019337555],[-94.59948299823807,39.11000103667049],[-94.5996269719342,39.110031039667305],[-94.60105901117612,39.11032803240274],[-94.60255197316742,39.11063703201736],[-94.60263499109263,39.110653974854046],[-94.6027469946046,39.11067698908753],[-94.60390099079308,39.110916012060066],[-94.60477798443162,39.11155801178841],[-94.6072170054401,39.11334303067892],[-94.60721999875109,39.113344973557375],[-94.60735398897256,39.11344400389649],[-94.60732303176681,39.11241498172574],[-94.60733799835262,39.11171603275366],[-94.6073429609583,39.11120296263048],[-94.60735201968414,39.11044097527246],[-94.60733799835262,39.10990803309735],[-94.60728096780561,39.108900989334266],[-94.60727198786304,39.10874097445797],[-94.6072579665522,39.10836101596256],[-94.60723102674038,39.10780399083689],[-94.60723299602441,39.107597007234396],[-94.60723402005215,39.10749002554665],[-94.60723102674038,39.10730900097613],[-94.60723197199671,39.106681976291505],[-94.60723299602441,39.105943004013334],[-94.60715296437867,39.10558997037541],[-94.60715099509753,39.105581961799665],[-94.60715099509753,39.10542800578152],[-94.60715099509753,39.10535800402905],[-94.60714902581647,39.10446596881704],[-94.60714201517645,39.10190098443],[-94.60714201517645,39.10181900727077],[-94.60714201517645,39.1014279890388],[-94.60713201123104,39.10067496111937],[-94.60716698566242,39.100412026350625],[-94.60720503219778,39.10013200261856],[-94.60721802946753,39.10003500161761],[-94.6072119640746,39.09999496463211],[-94.60723299602441,39.099903989249306],[-94.60713602856323,39.09970096136996],[-94.6071399671245,39.0992009959985],[-94.60713697381792,39.09917598073703],[-94.60713602856323,39.09897098686052],[-94.60713602856323,39.09882502266815],[-94.60713602856323,39.09861895966705],[-94.60713602856323,39.09848203324853],[-94.60716501638078,39.097032004898324],[-94.60723402005215,39.091203995071616],[-94.60722299206226,39.089708990844386],[-94.60723402005215,39.087503989852436],[-94.60723402005215,39.08658498180782],[-94.60723803739188,39.08613701130307],[-94.60723197199671,39.08372097765703],[-94.60723402005215,39.08330097994018],[-94.60720597745366,39.083277025545605],[-94.60717801364095,39.083262029463555],[-94.60711798995632,39.0832340228056],[-94.60706797026981,39.08322402031134],[-94.60702196795309,39.08322099680317],[-94.60682803395711,39.083213021270886],[-94.60433302693498,39.083138970533064],[-94.60421196194848,39.08313596989812],[-94.60417801338977,39.083135959627704],[-94.60215098419792,39.08307601199028],[-94.60084800709157,39.08303803435581],[-94.60078003543902,39.08304697628128],[-94.60074396245287,39.08306298906122],[-94.60069702034957,39.08311797228367],[-94.60111501127801,39.08332998942024],[-94.60153702234211,39.083612982205565],[-94.6018669619814,39.08388096221891],[-94.60222596757116,39.084202038909964],[-94.60269500982348,39.08468602839392],[-94.60277503490113,39.08476796793902],[-94.60299699483795,39.08513297765456],[-94.60309899589382,39.08536599409316],[-94.60316098427388,39.08555696994914],[-94.60323399990251,39.085947985645014],[-94.60321997963396,39.08633196056262],[-94.60321501740495,39.0863660176933],[-94.60311301613115,39.08678398750633],[-94.60276999394787,39.087438010910695],[-94.60187601979399,39.08885001891711],[-94.60030203093679,39.09133896513122],[-94.59906596498732,39.09329298970106],[-94.59890301178861,39.09354901825435],[-94.59862696120753,39.09400201902473],[-94.59814897566052,39.09487797483062],[-94.59798098470552,39.095262962292935],[-94.59750497377738,39.094564035089775],[-94.5970610209538,39.095671991354926],[-94.59668299054414,39.09661502942396],[-94.59652098956818,39.096980026521294],[-94.59645696111934,39.09712502705006],[-94.59633599244799,39.09739698767131],[-94.59601600956039,39.09811896263109],[-94.5952960352717,39.099849002601424],[-94.59506898782408,39.10034696173945],[-94.59538502741972,39.10036299245404],[-94.5945910336062,39.102470964338984],[-94.59418301571345,39.103118963806814],[-94.59414702586318,39.10330700635332],[-94.59411402862537,39.103627963161316],[-94.59411300484506,39.10392696880452],[-94.59407000608874,39.104125036037985],[-94.59398298490048,39.10431500334113],[-94.59352701190551,39.105053977944564],[-94.5934840136135,39.10512701951771],[-94.59343400648525,39.10519803753812],[-94.59338100685474,39.10524998778201],[-94.59333698491272,39.10528699772687],[-94.59330501193251,39.10533003465463],[-94.59290196499438,39.10574901161845],[-94.59211296872229,39.106599996702066],[-94.59201303578803,39.10665402821414],[-94.59191601675606,39.10667996039507],[-94.59163000061938,39.10667899510371],[-94.59210399128803,39.10683096530516],[-94.59129500456132,39.106812029193975],[-94.59104702691212,39.106807981819415],[-94.59044303401387,39.10684598930074],[-94.59014096133961,39.10687300179578],[-94.58822603610487,39.10687997796604],[-94.5880599657101,39.106876036509426],[-94.58805697345541,39.106854035835205],[-94.58784696483374,39.10686997424607],[-94.58738702753188,39.106856961522084],[-94.58699701698436,39.10684500630847],[-94.58543597922116,39.106806011042885],[-94.58533503497148,39.10680299725493],[-94.58523102007145,39.10680002463626],[-94.58354901423789,39.1067479941078],[-94.58259102964738,39.10671898801308],[-94.58143000682016,39.106683033351665],[-94.58116396555445,39.10667697778765],[-94.58093996911164,39.10667196818138],[-94.58017303434592,39.106655030925765],[-94.57798503484143,39.10660801247618],[-94.57743102228058,39.10659500007848],[-94.5770820216804,39.10658703290607],[-94.57692401560588,39.106581966613035],[-94.57691897705404,39.106678010906116],[-94.57691102559035,39.10683703631885],[-94.57687599192762,39.10762103219566],[-94.57685796337742,39.10836003707369],[-94.57686898519779,39.1086159821705],[-94.57691102559035,39.108982012863386],[-94.57700203449193,39.109436971060795],[-94.57701998436254,39.10947503283695],[-94.57719302771825,39.10959302972105],[-94.57818996660103,39.11026900797297],[-94.57809399577275,39.110346969103276],[-94.57795503913218,39.11054100563579],[-94.57791197445526,39.110639009889134],[-94.57789197734087,39.110736030651196],[-94.57789701598317,39.11096500991444],[-94.57814698046661,39.111949993735],[-94.57821303426597,39.1122980198364],[-94.57822602459355,39.112577969626784],[-94.5780529779398,39.11262200914582],[-94.57790496759151,39.1126589633484],[-94.57779096840729,39.112688004977755],[-94.57794401709094,39.11321398669601],[-94.57797102109593,39.113307972417964],[-94.5781480039456,39.11392099874741],[-94.5781709928635,39.11403598833073],[-94.57821303426597,39.114050986880684],[-94.57836797364875,39.11412101151473],[-94.5785570034447,39.115056967777875],[-94.57867698771383,39.115650966707236],[-94.57897702827896,39.117140017640146],[-94.57901899157618,39.117366971125385],[-94.57995400209911,39.11684798688894],[-94.579922037007,39.11673501951856],[-94.58094500803726,39.116296991820796],[-94.58338996573546,39.11521001233894],[-94.58524999627981,39.11440902034473],[-94.58611196408135,39.114037974735886],[-94.58646196770675,39.11389803719892],[-94.58723702314326,39.11359000360047],[-94.5880120109112,39.113307015325034]]]}"
00030000000000003037,29095006500,49.247827130503126,"{""type"":""Polygon"",""coordinates"":[[[-94.57872099775838,39.04909899306263],[-94.57840796823614,39.049096022496535],[-94.57720900945733,39.04906498948392],[-94.57604503157768,39.04902503598868],[-94.57488099997313,39.048986024993106],[-94.57372297629958,39.04894898885444],[-94.57252900187007,39.04891001503712],[-94.57242997095364,39.05070796717822],[-94.57232999556976,39.052522965154694],[-94.57222797363596,39.0543219645075],[-94.57211996914378,39.056079969470865],[-94.57332503438104,39.05612500732427],[-94.57446903670993,39.05616702777901],[-94.57563896387813,39.0562100052086],[-94.5768000201301,39.056253000791735],[-94.57797298931841,39.05629099550843],[-94.57923597304594,39.0563270376122],[-94.57999998147655,39.05634898374877],[-94.57978496523691,39.056014025777785],[-94.57965096433549,39.05572896958663],[-94.57956002971737,39.05543801903138],[-94.57951798727017,39.055177998416475],[-94.57942099058754,39.05417097885619],[-94.5793660363752,39.052793026716216],[-94.57936501287323,39.05276902539522],[-94.57934903049845,39.052281997514825],[-94.57935800582162,39.05216596027749],[-94.579332024627,39.05163099786323],[-94.57932202580695,39.051440958801],[-94.57919700134642,39.050713011227806],[-94.57896600602992,39.04963198105503],[-94.57887003382761,39.049368971008455],[-94.57872099775838,39.04909899306263]]]}"
00030000000000003030,29095006600,47.17869345782833,"{""type"":""Polygon"",""coordinates"":[[[-94.57807801377272,39.04186497791571],[-94.57759398971898,39.04184703631043],[-94.57641299861561,39.041804010984144],[-94.57528800669306,39.041762987171154],[-94.57414501047718,39.04171702254298],[-94.57294197376389,39.04166903114669],[-94.57283199981252,39.043546971046105],[-94.5727299769334,39.04528496056686],[-94.57262803296753,39.04710899710977],[-94.57262000341234,39.04724801876179],[-94.57252900187007,39.04891001503712],[-94.57372297629958,39.04894898885444],[-94.57488099997313,39.048986024993106],[-94.57604503157768,39.04902503598868],[-94.57720900945733,39.04906498948392],[-94.57840796823614,39.049096022496535],[-94.57872099775838,39.04909899306263],[-94.57978496523691,39.049099990408074],[-94.57966899381469,39.048592968978504],[-94.57980803358062,39.04855300283069],[-94.57995400209911,39.0485749752551],[-94.58038403677212,39.04886702876869],[-94.58077297623218,39.049068962452104],[-94.58102996124441,39.04917299261072],[-94.58131096126257,39.049237993039],[-94.58157597970585,39.04925997739622],[-94.58188398850824,39.04924599684496],[-94.58222601260289,39.049222984853834],[-94.58302399847783,39.04923501635281],[-94.58420599972787,39.04926800292154],[-94.58537802680524,39.04930001979434],[-94.5865359845108,39.049330989964645],[-94.5865919696286,39.04802698905943],[-94.58672401914379,39.04566697096967],[-94.58682299743485,39.043914995718126],[-94.58684402148651,39.043560007575174],[-94.58687496701559,39.04300298409833],[-94.58689496744327,39.04265699839508],[-94.58689197525284,39.04252903400304],[-94.58687496701559,39.04242399815137],[-94.58683598982537,39.042294985602695],[-94.58679898120602,39.0422150176647],[-94.58673496422836,39.042101033682144],[-94.58637102166564,39.04209198612161],[-94.58519503615928,39.04206496419545],[-94.5836749935808,39.04203103041594],[-94.58250001136231,39.041974023729],[-94.58230002362555,39.04196400990821],[-94.57995101029167,39.0418780116869],[-94.57895002377278,39.041842004281484],[-94.57865903729446,39.041841977530275],[-94.57852196871804,39.041844966872254],[-94.57807801377272,39.04186497791571]]]}"
00030000000000003022,29095007100,64.35669009451294,"{""type"":""Polygon"",""coordinates"":[[[-94.59842699277594,39.04434099043734],[-94.59728500521354,39.0442899824617],[-94.59610500288888,39.04424998067465],[-94.596013961928,39.04605899920585],[-94.59598498006244,39.04670098106955],[-94.59595497439732,39.04732403206455],[-94.59592000718644,39.04795901585921],[-94.59467703197846,39.04791402347214],[-94.5946289925779,39.0487400319673],[-94.59458103197285,39.049558964797214],[-94.59462198355415,39.04956100465261],[-94.59582999034855,39.04959800688435],[-94.59612996830015,39.04960699782838],[-94.59685302514639,39.0496290218715],[-94.59676403059152,39.04979296272278],[-94.59700100845048,39.04969500978802],[-94.59699699186797,39.04963303888788],[-94.5976379949418,39.04966598251714],[-94.59788899550456,39.049711015104094],[-94.59806100283586,39.04975201409108],[-94.59808896195446,39.04977003660202],[-94.59811298318057,39.04976298168924],[-94.59837398826987,39.049806984679364],[-94.59862900893847,39.04983297274084],[-94.59929901490199,39.04986103626791],[-94.60005598115782,39.04989598780011],[-94.6004400209295,39.04991300489143],[-94.6009879675294,39.04993800840269],[-94.6013260164001,39.04995397682832],[-94.60208702787317,39.04998899366909],[-94.60262396403643,39.05001799354504],[-94.60319698010011,39.05006500948978],[-94.60353701187205,39.0500970005437],[-94.60426898927349,39.050124973942594],[-94.60448299981037,39.05013296612594],[-94.60532203637163,39.05016496629324],[-94.60549698169608,39.0501720364206],[-94.60635501750826,39.050210976787604],[-94.60643000668556,39.050215003192584],[-94.60732303176681,39.050235973751896],[-94.60732697034163,39.04952201957288],[-94.60733398100551,39.048801033051056],[-94.60733799835262,39.0483039981048],[-94.60735501300258,39.04644496516968],[-94.6073710036275,39.044640037145975],[-94.60738203164745,39.04408603510142],[-94.60739597421872,39.0429930171481],[-94.6074029848915,39.04281800122693],[-94.60664796426225,39.04279499511819],[-94.60594297273099,39.042773980000156],[-94.60522499355304,39.04275299623626],[-94.6044090372954,39.04272698055536],[-94.60433200296195,39.04272398469607],[-94.60345596171511,39.04269596501021],[-94.60341799657142,39.04269500051023],[-94.60254701099944,39.042665028919366],[-94.60170400037643,39.042634980778075],[-94.60165997168451,39.04263401639471],[-94.60082398465538,39.04260400264629],[-94.59969399701815,39.042573968997694],[-94.59852599241546,39.04253700847882],[-94.59846503318886,39.0436199888437],[-94.59845999263572,39.04371898367207],[-94.59842699277594,39.04434099043734]]]}"
00030000000000003082,29095000700,42.78371446603378,"{""type"":""Polygon"",""coordinates"":[[[-94.52770903588898,39.1182270325955],[-94.5277230366196,39.1181599849686],[-94.52778100597558,39.116901027558164],[-94.52782599716043,39.115874967793076],[-94.5278709883828,39.114833988573714],[-94.52788200022614,39.1145810035949],[-94.5279259689659,39.11380996580397],[-94.52798897253557,39.11277499295428],[-94.52810200159574,39.1109740079687],[-94.52818600664553,39.109143020306696],[-94.52828102375076,39.107335020274235],[-94.52837501848546,39.1055439751971],[-94.52798999506602,39.10552901033464],[-94.52724300240428,39.10550000677117],[-94.52613499936783,39.10546302506013],[-94.52574503678996,39.10544301135802],[-94.52491399645182,39.10542200575971],[-94.52377403064285,39.105387983573834],[-94.52337197310406,39.1053759620737],[-94.52261497735755,39.10534596790272],[-94.52141497406696,39.10529799356966],[-94.52108198535527,39.105284004281415],[-94.52025502771025,39.10525099375362],[-94.51910698141826,39.10520796172738],[-94.51900600358732,39.10706596931565],[-94.5189920051179,39.10724703428107],[-94.5189129688839,39.10833702707694],[-94.51890903673598,39.1085440198504],[-94.5189050259454,39.108845991505625],[-94.51884997590867,39.109803031464],[-94.51880499220609,39.11062997072788],[-94.5187330340885,39.11162196442948],[-94.51870802571602,39.11236003320012],[-94.51868600577501,39.11246996703928],[-94.51856796331583,39.11426001152127],[-94.51854201131081,39.11476899119456],[-94.51851401461637,39.11532996850448],[-94.51847201960193,39.11608799343],[-94.51836302145858,39.11788297693005],[-94.51831803816202,39.11864497123488],[-94.51820896168785,39.12006298086206],[-94.5206300079801,39.120072984936755],[-94.52275497161482,39.120082037904005],[-94.52366502178884,39.1200850023908],[-94.52654203269546,39.12005003544207],[-94.5274490005067,39.12004001101477],[-94.52770903588898,39.1182270325955]]]}"
00030000000000003041,29095001100,61.727521550196556,"{""type"":""Polygon"",""coordinates"":[[[-94.59066100616447,39.09626802764022],[-94.59062801104639,39.09626702486012],[-94.59041500008696,39.0961900003009],[-94.59033499322915,39.09616103177722],[-94.5900000051667,39.096148028880805],[-94.58951697712625,39.096145995092776],[-94.58895701961427,39.09615602038368],[-94.58860203899586,39.09617099526587],[-94.58859896796693,39.09624200111847],[-94.58859298339823,39.09640097440258],[-94.58858400654641,39.09662103843871],[-94.58857101373721,39.096932996966714],[-94.58854998901617,39.09742501662086],[-94.58848297769376,39.09880201987708],[-94.58841998240152,39.100108985580576],[-94.5883810041011,39.101011981951565],[-94.58831997752534,39.10238898998838],[-94.58824997422171,39.103744994469636],[-94.58819997191729,39.10471702845176],[-94.58815800151467,39.10557298592328],[-94.58815201699461,39.10564901101792],[-94.58808398249724,39.10648203805468],[-94.58815697784672,39.1065490140664],[-94.58816201744297,39.106571965026845],[-94.58821902790818,39.10684101127237],[-94.58822603610487,39.10687997796604],[-94.59014096133961,39.10687300179578],[-94.59044303401387,39.10684598930074],[-94.59104702691212,39.106807981819415],[-94.59129500456132,39.106812029193975],[-94.59210399128803,39.10683096530516],[-94.59163000061938,39.10667899510371],[-94.59191601675606,39.10667996039507],[-94.59201303578803,39.10665402821414],[-94.59211296872229,39.106599996702066],[-94.59290196499438,39.10574901161845],[-94.59330501193251,39.10533003465463],[-94.59333698491272,39.10528699772687],[-94.59338100685474,39.10524998778201],[-94.59343400648525,39.10519803753812],[-94.5934840136135,39.10512701951771],[-94.59352701190551,39.105053977944564],[-94.59398298490048,39.10431500334113],[-94.59407000608874,39.104125036037985],[-94.59411300484506,39.10392696880452],[-94.59411402862537,39.103627963161316],[-94.59414702586318,39.10330700635332],[-94.59418301571345,39.103118963806814],[-94.5945910336062,39.102470964338984],[-94.59538502741972,39.10036299245404],[-94.59506898782408,39.10034696173945],[-94.5952960352717,39.099849002601424],[-94.59601600956039,39.09811896263109],[-94.59633599244799,39.09739698767131],[-94.59645696111934,39.09712502705006],[-94.59652098956818,39.096980026521294],[-94.5959670239144,39.09679797180674],[-94.59570500658758,39.096722965442126],[-94.59470302052438,39.09643499588302],[-94.59440100288772,39.096365999471004],[-94.5942669658727,39.09633503579014],[-94.5937349949674,39.09624399948676],[-94.59322696958945,39.09614297997142],[-94.59250002354963,39.095997995463605],[-94.59243899234062,39.09598596401334],[-94.59213903478977,39.09588500535108],[-94.59196098253582,39.09579400182232],[-94.59186498733483,39.09572696899947],[-94.59161102217905,39.09618803259453],[-94.59153999089703,39.09631800516621],[-94.59110396166116,39.09629803497455],[-94.59106797385294,39.09629397835145],[-94.59103403351303,39.09629396431287],[-94.59077700109437,39.09628202306173],[-94.59071801925583,39.09626998950781],[-94.59070100981899,39.096268992859606],[-94.59070297850353,39.09627803381279],[-94.59069203261835,39.09627798822429],[-94.59068297667186,39.096278026943914],[-94.59068896147112,39.09626899059516],[-94.59066100616447,39.09626802764022]]]}"
